交易时间,交易金额,转账附言,渠道,发起方id,发起方年龄,发起方所处地区,接收方ID
2018-02-17 21:38:03,101100,利息,普通转账,5488,25,新疆,20
2018-02-17 21:45:33,4820100,奖金,跨境转账,5639,22,韩国,58
2018-02-17 21:48:26,1758500,工资,普通转账,4689,18,云南,100
2018-02-17 21:55:17,2898700,-,线上付款,3295,36,四川,8
2018-02-17 21:58:34,4049400,-,线上付款,4807,29,上海,1
2018-02-17 22:00:17,4621800,-,线下付款,4241,42,重庆,62
2018-02-17 22:04:12,834300,上次买的xx,普通转账,2916,35,福建,2
2018-02-17 22:10:36,3257200,-,线下付款,1135,47,浙江,86
2018-02-17 22:20:16,2564600,水电费,普通转账,5570,38,四川,47
2018-02-17 22:20:44,855600,-,线下付款,5598,20,新疆,7
2018-02-17 22:32:57,4060200,工资,普通转账,2058,40,内蒙古,49
2018-02-17 22:35:23,1271700,水电费,普通转账,3226,50,福建,99
2018-02-17 22:36:44,1452000,拿去花,普通转账,5654,29,黑龙江,38
2018-02-17 22:38:57,1887400,王xx专用款,跨境转账,1848,40,韩国,53
2018-02-17 22:39:58,4019100,奖金,普通转账,3978,32,黑龙江,51
2018-02-17 22:41:41,97600,利息,普通转账,2712,34,贵州,41
2018-02-17 22:49:03,1447000,上次买的xx,普通转账,6845,34,北京,61
2018-02-17 22:51:47,1347600,一季度房租,普通转账,3475,40,黑龙江,93
2018-02-17 22:55:16,1315400,-,线下付款,1973,28,四川,56
2018-02-17 22:59:10,2971100,水电费,普通转账,6325,41,新疆,91
2018-02-17 23:08:00,160300,-,线下付款,4965,18,广东,53
2018-02-17 23:08:44,2991400,水电费,普通转账,3134,38,内蒙古,53
2018-02-17 23:11:11,1337800,-,线上付款,2838,45,四川,27
2018-02-17 23:27:19,1280900,-,线下付款,3864,23,浙江,50
2018-02-17 23:57:47,18900,一季度房租,普通转账,2032,29,重庆,75
2018-02-17 23:57:49,609000,-,线下付款,1114,33,云南,92
2018-02-18 00:02:06,1207800,-,线下付款,6942,39,上海,41
2018-02-18 00:03:19,4559400,-,线下付款,6174,37,安徽,24
2018-02-18 00:07:34,1062100,奖金,普通转账,3860,19,北京,40
2018-02-18 00:13:27,2174600,收款,普通转账,5705,18,北京,32
2018-02-18 00:20:03,2253000,王xx专用款,普通转账,2027,29,北京,4
2018-02-18 00:21:17,3419600,-,线下付款,6550,45,云南,34
2018-02-18 00:22:05,1520900,一季度房租,普通转账,1460,38,广东,86
2018-02-18 00:23:29,1072100,-,线下付款,3224,26,内蒙古,81
2018-02-18 00:34:10,3336200,劳务费,普通转账,5954,42,广东,76
2018-02-18 00:34:32,1659400,王xx专用款,普通转账,2364,42,北京,91
2018-02-18 00:52:42,2845500,-,线下付款,4827,26,福建,31
2018-02-18 00:53:43,1636000,收款,跨境转账,1461,47,日本,81
2018-02-18 00:53:58,3970900,-,线下付款,1653,23,上海,39
2018-02-18 01:29:22,1773100,还钱,普通转账,4339,26,贵州,4
2018-02-18 01:29:27,3581700,奖金,普通转账,454,39,贵州,3
2018-02-18 01:32:32,1344700,-,线下付款,5773,40,云南,1
2018-02-18 01:33:49,2465600,本月生活费,普通转账,3792,47,浙江,21
2018-02-18 01:42:39,4187800,李xx给张xx的钱,普通转账,832,36,内蒙古,78
2018-02-18 01:45:26,2253200,王xx专用款,跨境转账,3784,18,法国,64
2018-02-18 01:51:32,1157700,一季度房租,普通转账,1242,47,新疆,97
2018-02-18 01:55:33,1208500,奖金,普通转账,5157,35,内蒙古,14
2018-02-18 01:56:02,2765100,-,线下付款,2000,21,贵州,13
2018-02-18 01:57:42,637700,收款,普通转账,6287,24,内蒙古,64
2018-02-18 02:03:31,4717200,昨天吃饭AA,普通转账,5092,25,福建,77
2018-02-18 02:04:33,279700,一季度房租,普通转账,1969,43,北京,69
2018-02-18 02:09:09,1979400,-,线下付款,625,45,安徽,74
2018-02-18 02:24:39,2686500,-,线下付款,6745,35,云南,38
2018-02-18 02:32:59,702600,一季度房租,普通转账,4471,18,广东,40
2018-02-18 02:36:12,511800,一季度房租,普通转账,719,38,上海,31
2018-02-18 02:39:29,933400,收款,普通转账,406,19,黑龙江,35
2018-02-18 02:41:18,2878100,-,线下付款,1321,37,云南,47
2018-02-18 02:42:22,4371400,水电费,普通转账,1159,18,广东,76
2018-02-18 02:55:24,1153400,水电费,普通转账,1502,49,福建,99
2018-02-18 02:58:08,3230800,-,线下付款,1156,39,福建,71
2018-02-18 02:59:16,4554600,-,线下付款,4664,18,广东,26
2018-02-18 03:11:16,2175600,-,线上付款,6659,48,浙江,41
2018-02-18 03:13:51,3869300,-,线下付款,6026,38,浙江,54
2018-02-18 03:19:54,1053700,-,线下付款,150,26,福建,51
2018-02-18 03:21:10,465100,-,线下付款,6163,50,内蒙古,83
2018-02-18 03:23:06,2079700,一季度房租,普通转账,1941,20,四川,17
2018-02-18 03:29:05,4402600,还钱,普通转账,3861,50,广东,97
2018-02-18 03:35:33,4800500,-,线下付款,5971,20,浙江,88
2018-02-18 03:37:25,3647700,本月生活费,跨境转账,4702,37,英国,27
2018-02-18 03:42:39,1518600,水电费,普通转账,1477,23,北京,89
2018-02-18 03:44:02,635400,-,线下付款,6090,22,安徽,22
2018-02-18 03:45:56,1260900,上次买的xx,普通转账,117,23,安徽,49
2018-02-18 03:45:58,242300,-,线下付款,5420,35,广东,94
2018-02-18 03:58:09,2898600,-,线下付款,2703,34,内蒙古,71
2018-02-18 03:59:34,424900,-,线下付款,168,18,福建,13
2018-02-18 04:11:25,2003400,拿去花,普通转账,3970,42,云南,81
2018-02-18 04:18:17,2132800,-,线下付款,4456,42,云南,84
2018-02-18 04:21:43,418800,奖金,普通转账,3915,34,内蒙古,47
2018-02-18 04:22:40,2838100,还给你,普通转账,6479,28,广东,24
2018-02-18 04:25:04,1118100,-,线上付款,3030,34,广东,33
2018-02-18 04:28:43,968500,劳务费,普通转账,6279,41,贵州,94
2018-02-18 04:35:53,3695000,一季度房租,普通转账,2631,48,四川,84
2018-02-18 04:39:11,3652800,-,线上付款,507,18,黑龙江,71
2018-02-18 04:46:25,1478700,拿去花,普通转账,5876,42,云南,73
2018-02-18 04:49:34,1681700,-,线下付款,2093,42,内蒙古,30
2018-02-18 05:03:14,3876000,-,线下付款,3242,48,北京,31
2018-02-18 05:25:12,4358100,李xx给张xx的钱,跨境转账,6572,47,柬埔寨,99
2018-02-18 05:29:24,4419600,-,线下付款,2123,39,北京,88
2018-02-18 05:33:48,2595700,-,线上付款,5530,23,北京,41
2018-02-18 05:34:38,1917700,昨天吃饭AA,普通转账,3550,32,重庆,36
2018-02-18 05:49:21,785100,-,线下付款,57,30,重庆,74
2018-02-18 05:52:05,542900,昨天吃饭AA,普通转账,4852,49,重庆,56
2018-02-18 05:58:00,1761300,-,线下付款,6656,21,贵州,43
2018-02-18 05:59:08,2254000,-,线下付款,464,18,浙江,55
2018-02-18 06:00:16,2464400,还钱,跨境转账,1513,37,日本,19
2018-02-18 06:09:10,1874500,-,线下付款,2311,29,黑龙江,22
2018-02-18 06:12:21,4395900,-,线下付款,6093,19,贵州,17
2018-02-18 06:18:13,476900,水电费,普通转账,4711,31,重庆,62
2018-02-18 06:23:53,3755700,-,线下付款,5203,29,上海,39
2018-02-18 06:25:20,4465600,-,线下付款,5251,25,浙江,96
2018-02-18 06:27:24,144800,-,线上付款,5582,48,云南,37
2018-02-18 06:30:36,4979900,-,线下付款,6725,45,福建,19
2018-02-18 06:32:01,4474300,-,线下付款,6079,22,四川,81
2018-02-18 06:48:39,4239500,收款,普通转账,2564,40,浙江,66
2018-02-18 07:01:04,813200,本月生活费,普通转账,747,27,安徽,98
2018-02-18 07:06:03,3965000,转账,普通转账,6058,28,上海,82
2018-02-18 07:06:23,16400,-,线下付款,4027,24,上海,6
2018-02-18 07:18:01,4074300,拿去花,普通转账,105,31,新疆,91
2018-02-18 07:22:32,185600,-,线下付款,1922,28,四川,96
2018-02-18 07:25:31,4172000,利息,普通转账,1462,48,黑龙江,69
2018-02-18 07:27:39,1946100,-,线上付款,1329,37,上海,14
2018-02-18 07:29:27,4982400,昨天吃饭AA,普通转账,1355,34,福建,38
2018-02-18 07:29:37,4547400,工资,普通转账,4158,20,内蒙古,60
2018-02-18 07:36:17,1296700,-,线下付款,766,44,安徽,96
2018-02-18 07:37:03,1534000,-,线下付款,1937,38,浙江,44
2018-02-18 07:40:07,1539400,劳务费,普通转账,2341,37,福建,25
2018-02-18 07:54:08,3014400,-,线下付款,2753,28,内蒙古,32
2018-02-18 08:03:04,4743700,还给你,跨境转账,4195,18,越南,24
2018-02-18 08:28:53,3279800,一季度房租,普通转账,2630,31,福建,6
2018-02-18 08:37:02,26400,-,线下付款,623,35,重庆,76
2018-02-18 08:39:09,2718200,-,线上付款,5160,21,四川,90
2018-02-18 08:42:27,4484000,-,线下付款,3588,46,北京,73
2018-02-18 08:50:32,2479300,劳务费,普通转账,5826,36,贵州,87
2018-02-18 08:51:11,2211800,-,线上付款,3450,48,安徽,29
2018-02-18 08:53:07,1739800,-,线下付款,2221,24,内蒙古,33
2018-02-18 08:56:52,1788200,-,线下付款,205,39,云南,21
2018-02-18 08:59:46,4614000,水电费,普通转账,2483,43,云南,40
2018-02-18 09:02:13,103400,还钱,普通转账,2912,45,福建,16
2018-02-18 09:12:09,4771300,-,线下付款,2011,29,云南,59
2018-02-18 09:15:23,2939700,李xx给张xx的钱,普通转账,6509,30,贵州,60
2018-02-18 09:15:38,2018300,-,线上付款,63,38,新疆,80
2018-02-18 09:15:39,643900,本月生活费,跨境转账,554,19,法国,75
2018-02-18 09:18:55,4738300,-,线下付款,4272,39,上海,95
2018-02-18 09:19:07,4750500,拿去花,普通转账,2890,29,安徽,66
2018-02-18 09:30:17,3469500,-,线下付款,3653,40,上海,13
2018-02-18 09:31:39,3958700,-,线下付款,4739,38,福建,94
2018-02-18 09:31:48,915900,-,线下付款,5318,29,新疆,62
2018-02-18 09:35:15,2452600,拿去花,普通转账,4951,47,福建,79
2018-02-18 09:38:10,3910100,-,线下付款,2738,34,浙江,96
2018-02-18 09:38:28,3085300,-,线下付款,1758,41,四川,56
2018-02-18 09:39:29,4004100,昨天吃饭AA,普通转账,4666,48,上海,9
2018-02-18 09:43:15,4696300,一季度房租,普通转账,4945,18,广东,38
2018-02-18 09:44:48,4609300,本月生活费,普通转账,196,37,安徽,33
2018-02-18 09:51:05,4525300,-,线下付款,1064,47,内蒙古,55
2018-02-18 09:56:22,913200,拿去花,普通转账,2620,36,四川,100
2018-02-18 09:59:24,412700,利息,普通转账,2834,21,上海,69
2018-02-18 10:05:58,4180200,王xx专用款,普通转账,5171,31,云南,97
2018-02-18 10:28:11,2441200,-,线下付款,1521,49,上海,65
2018-02-18 10:31:39,1881200,-,线下付款,3600,48,黑龙江,65
2018-02-18 10:33:36,4023500,一季度房租,普通转账,1479,38,北京,34
2018-02-18 10:33:48,1090700,-,线下付款,6984,32,重庆,96
2018-02-18 10:47:02,981900,还钱,普通转账,3976,19,云南,8
2018-02-18 10:48:02,1923100,本月生活费,跨境转账,5148,24,韩国,2
2018-02-18 10:48:26,171800,-,线下付款,2799,22,广东,86
2018-02-18 10:48:28,2790400,上次买的xx,普通转账,2844,19,上海,7
2018-02-18 10:51:20,3726000,-,线下付款,1663,31,浙江,54
2018-02-18 10:53:23,2577100,-,线上付款,6629,24,上海,39
2018-02-18 10:54:19,2236200,奖金,普通转账,2222,24,贵州,83
2018-02-18 10:55:49,3171800,-,线上付款,3810,24,广东,18
2018-02-18 11:10:31,890100,-,线下付款,2492,39,浙江,86
2018-02-18 11:26:49,804900,上次买的xx,跨境转账,6383,20,法国,4
2018-02-18 11:36:37,2244600,奖金,普通转账,3403,47,新疆,96
2018-02-18 11:47:48,759600,-,线下付款,3049,30,北京,97
2018-02-18 11:57:29,1635200,奖金,普通转账,2727,38,黑龙江,62
2018-02-18 11:58:41,816500,-,线下付款,1191,46,贵州,41
2018-02-18 11:59:51,2872600,工资,跨境转账,5382,18,韩国,86
2018-02-18 12:00:56,793300,水电费,普通转账,2568,32,广东,3
2018-02-18 12:07:27,41400,水电费,普通转账,268,22,新疆,91
2018-02-18 12:12:05,3951700,-,线下付款,5246,20,广东,5
2018-02-18 12:15:12,4731600,-,线下付款,2216,47,贵州,62
2018-02-18 12:20:38,1837800,-,线下付款,1376,39,重庆,85
2018-02-18 12:21:59,460900,王xx专用款,普通转账,911,47,福建,64
2018-02-18 12:26:20,3866000,-,线下付款,4216,37,上海,72
2018-02-18 12:46:19,782300,-,线下付款,4482,26,福建,35
2018-02-18 12:47:45,3492300,奖金,普通转账,4848,42,广东,56
2018-02-18 12:56:58,3814400,水电费,普通转账,5328,40,云南,95
2018-02-18 12:59:48,3178500,还钱,普通转账,3653,41,上海,88
2018-02-18 13:04:04,1251600,-,线下付款,1493,27,浙江,84
2018-02-18 13:04:07,1759500,-,线上付款,6876,36,安徽,38
2018-02-18 13:09:01,769500,利息,普通转账,2573,22,福建,20
2018-02-18 13:17:29,3392300,-,线下付款,540,37,黑龙江,86
2018-02-18 13:19:38,2429000,工资,普通转账,5379,18,重庆,4
2018-02-18 13:21:14,4402500,-,线下付款,827,47,黑龙江,1
2018-02-18 13:24:09,3148000,还钱,普通转账,3028,43,内蒙古,77
2018-02-18 13:24:40,1750800,还给你,普通转账,411,31,贵州,20
2018-02-18 13:28:48,3899200,-,线下付款,721,40,北京,14
2018-02-18 13:31:10,1889400,收款,普通转账,5475,42,重庆,86
2018-02-18 13:35:06,2714000,-,线下付款,2639,20,重庆,47
2018-02-18 13:45:37,487800,水电费,普通转账,1238,47,广东,43
2018-02-18 13:47:38,4612200,-,线上付款,6267,42,浙江,57
2018-02-18 13:49:18,968100,还给你,普通转账,4900,31,上海,57
2018-02-18 13:50:20,1508800,上次买的xx,普通转账,6233,21,四川,76
2018-02-18 13:57:01,949800,-,线下付款,5340,38,广东,3
2018-02-18 14:02:57,3190700,-,线下付款,707,41,北京,26
2018-02-18 14:04:24,19600,-,线下付款,3691,29,安徽,6
2018-02-18 14:05:30,3849900,利息,普通转账,990,29,贵州,50
2018-02-18 14:08:26,1341300,-,线下付款,1578,36,贵州,84
2018-02-18 14:12:24,903800,-,线下付款,3888,39,云南,77
2018-02-18 14:13:33,1407600,-,线上付款,6500,18,福建,16
2018-02-18 14:15:00,4675800,劳务费,普通转账,4209,42,安徽,84
2018-02-18 14:15:30,1280700,转账,普通转账,643,38,四川,7
2018-02-18 14:16:00,670900,李xx给张xx的钱,普通转账,982,24,浙江,40
2018-02-18 14:17:41,3133700,-,线下付款,2226,29,四川,28
2018-02-18 14:20:50,2891900,水电费,普通转账,4348,24,新疆,91
2018-02-18 14:31:39,4109400,-,线下付款,2116,49,重庆,57
2018-02-18 14:32:32,4277700,上次买的xx,跨境转账,5491,47,英国,43
2018-02-18 14:35:29,1004100,劳务费,普通转账,718,48,贵州,2
2018-02-18 14:41:10,1564200,奖金,普通转账,5838,25,新疆,37
2018-02-18 14:42:38,3493500,劳务费,普通转账,1512,21,安徽,36
2018-02-18 14:46:11,4758700,李xx给张xx的钱,跨境转账,5520,28,英国,52
2018-02-18 15:00:09,4472300,-,线上付款,2322,26,安徽,42
2018-02-18 15:11:25,4945900,-,线下付款,1496,19,广东,12
2018-02-18 15:13:32,4456600,-,线上付款,1560,30,安徽,51
2018-02-18 15:17:53,846700,收款,普通转账,4610,40,贵州,9
2018-02-18 15:18:05,2458000,还给你,普通转账,4427,27,安徽,67
2018-02-18 15:24:22,850700,-,线下付款,2673,47,浙江,74
2018-02-18 15:24:40,1355300,转账,普通转账,5335,24,上海,74
2018-02-18 15:27:00,274400,转账,普通转账,5056,22,上海,1
2018-02-18 15:37:27,3689400,-,线下付款,4343,26,新疆,23
2018-02-18 15:44:26,4673000,一季度房租,普通转账,663,32,安徽,79
2018-02-18 15:45:52,4465000,-,线下付款,4589,39,安徽,78
2018-02-18 15:50:54,3009700,-,线上付款,2838,40,贵州,91
2018-02-18 16:00:42,2796800,-,线下付款,2157,19,贵州,61
2018-02-18 16:01:04,2992800,奖金,普通转账,614,29,云南,94
2018-02-18 16:01:20,3875600,昨天吃饭AA,普通转账,6253,48,广东,89
2018-02-18 16:07:56,2414400,还给你,普通转账,4606,49,浙江,12
2018-02-18 16:13:07,1777500,-,线下付款,3551,45,福建,12
2018-02-18 16:21:52,2538900,-,线下付款,6912,43,上海,57
2018-02-18 16:24:30,3156700,-,线下付款,2696,27,内蒙古,66
2018-02-18 16:29:58,2812100,-,线下付款,2407,48,浙江,2
2018-02-18 16:33:51,2617300,王xx专用款,普通转账,3283,33,安徽,12
2018-02-18 16:34:53,2510200,王xx专用款,普通转账,2876,31,内蒙古,7
2018-02-18 16:38:41,270800,-,线下付款,351,21,浙江,15
2018-02-18 16:42:50,967700,李xx给张xx的钱,跨境转账,4394,24,日本,57
2018-02-18 16:49:05,192300,-,线下付款,2773,43,上海,31
2018-02-18 17:00:14,1952400,-,线下付款,6807,21,广东,5
2018-02-18 17:04:46,1652100,-,线下付款,3305,23,新疆,87
2018-02-18 17:05:17,4704500,还给你,跨境转账,3541,36,法国,79
2018-02-18 17:06:20,1819100,-,线下付款,846,44,云南,75
2018-02-18 17:22:45,2114500,-,线下付款,775,27,安徽,75
2018-02-18 17:25:01,4292700,-,线下付款,6358,24,北京,91
2018-02-18 17:27:04,3905100,-,线下付款,414,47,四川,93
2018-02-18 17:30:51,279200,-,线下付款,2463,23,贵州,58
2018-02-18 17:36:47,983300,收款,普通转账,864,27,新疆,52
2018-02-18 17:37:53,4854700,李xx给张xx的钱,普通转账,4884,39,北京,62
2018-02-18 17:49:40,3379600,利息,普通转账,4643,26,四川,57
2018-02-18 17:50:30,3649700,-,线下付款,3406,21,广东,39
2018-02-18 17:55:29,3478900,-,线下付款,3811,36,重庆,23
2018-02-18 18:11:26,1763600,工资,普通转账,2379,29,四川,31
2018-02-18 18:11:27,1373500,昨天吃饭AA,普通转账,5219,48,黑龙江,54
2018-02-18 18:15:29,2396700,-,线下付款,4822,47,贵州,22
2018-02-18 18:26:33,216100,王xx专用款,普通转账,6059,27,重庆,64
2018-02-18 18:36:18,3992400,-,线下付款,5950,29,浙江,57
2018-02-18 18:46:11,4622500,工资,普通转账,1628,43,北京,58
2018-02-18 18:56:03,2772300,利息,普通转账,6886,49,浙江,1
2018-02-18 18:57:52,2993400,-,线下付款,4026,26,北京,48
2018-02-18 19:01:05,147600,收款,普通转账,787,39,新疆,9
2018-02-18 19:07:04,3361000,-,线下付款,3452,50,广东,37
2018-02-18 19:20:10,4789000,-,线下付款,2393,30,黑龙江,89
2018-02-18 19:20:22,2594400,利息,普通转账,1417,40,北京,36
2018-02-18 19:26:36,3477100,工资,普通转账,1671,19,重庆,82
2018-02-18 19:26:54,4427500,李xx给张xx的钱,普通转账,911,28,内蒙古,87
2018-02-18 19:33:58,2037400,奖金,普通转账,1804,32,新疆,54
2018-02-18 19:37:14,2738000,利息,普通转账,2680,44,浙江,5
2018-02-18 19:38:19,4496700,拿去花,普通转账,5578,29,浙江,67
2018-02-18 19:41:14,2386200,昨天吃饭AA,普通转账,1431,31,四川,84
2018-02-18 19:42:11,3330600,一季度房租,普通转账,4490,50,四川,86
2018-02-18 19:48:12,3482300,李xx给张xx的钱,跨境转账,2023,41,英国,40
2018-02-18 19:49:52,2488000,-,线下付款,1652,50,四川,25
2018-02-18 19:50:22,4319700,-,线下付款,1647,41,北京,64
2018-02-18 19:58:00,4631500,本月生活费,普通转账,6286,30,云南,63
2018-02-18 20:04:05,4296900,-,线下付款,2608,26,贵州,14
2018-02-18 20:05:55,1094400,工资,普通转账,418,31,上海,94
2018-02-18 20:21:23,4172900,还钱,普通转账,6899,49,浙江,76
2018-02-18 20:21:34,2501000,转账,普通转账,6527,32,贵州,59
2018-02-18 20:28:33,1970800,奖金,普通转账,6763,35,内蒙古,24
2018-02-18 20:29:33,4626800,-,线下付款,836,29,福建,61
2018-02-18 20:31:32,2587500,还钱,普通转账,4158,20,浙江,26
2018-02-18 20:32:37,1124200,李xx给张xx的钱,普通转账,3321,34,内蒙古,15
2018-02-18 20:33:26,1111500,-,线下付款,3858,23,重庆,65
2018-02-18 20:37:26,496400,-,线下付款,6206,19,内蒙古,51
2018-02-18 20:53:25,2895300,-,线下付款,4532,37,重庆,9
2018-02-18 20:55:30,1717500,转账,普通转账,2097,46,云南,61
2018-02-18 20:57:47,4346700,-,线下付款,3733,19,四川,69
2018-02-18 20:58:55,4995700,-,线下付款,4761,37,四川,8
2018-02-18 21:01:15,196000,-,线下付款,346,20,广东,5
2018-02-18 21:07:19,4323000,工资,跨境转账,4558,35,柬埔寨,73
2018-02-18 21:10:30,4611200,工资,普通转账,2982,42,福建,39
2018-02-18 21:12:10,2313800,还给你,普通转账,5498,43,四川,65
2018-02-18 21:12:11,4088900,-,线下付款,6181,43,四川,32
2018-02-18 21:13:13,3625200,-,线下付款,6977,24,浙江,24
2018-02-18 21:25:42,3917500,奖金,普通转账,4968,50,贵州,64
2018-02-18 21:37:58,3880400,劳务费,普通转账,1935,49,广东,44
2018-02-18 21:39:43,1432800,还给你,普通转账,6091,22,上海,1
2018-02-18 21:45:13,4146600,-,线下付款,4780,34,安徽,79
2018-02-18 21:47:46,2111300,-,线下付款,5474,32,贵州,46
2018-02-18 21:54:56,2260500,拿去花,普通转账,1117,41,福建,72
2018-02-18 21:55:33,1273000,-,线下付款,1322,21,福建,41
2018-02-18 21:59:05,3321100,还给你,普通转账,4105,41,北京,50
2018-02-18 22:09:14,3004400,-,线下付款,4365,46,广东,74
2018-02-18 22:13:38,37200,王xx专用款,普通转账,5336,37,广东,17
2018-02-18 22:15:31,479700,-,线下付款,3217,48,贵州,98
2018-02-18 22:27:49,315700,利息,普通转账,6433,45,广东,50
2018-02-18 22:28:07,3805300,工资,普通转账,947,25,重庆,46
2018-02-18 22:28:12,3564300,-,线上付款,4281,21,四川,60
2018-02-18 22:33:42,114700,-,线下付款,5924,37,福建,40
2018-02-18 22:37:25,190500,-,线上付款,417,28,云南,45
2018-02-18 22:40:55,3194500,-,线下付款,6482,50,云南,66
2018-02-18 22:44:49,4216400,李xx给张xx的钱,普通转账,6463,33,贵州,77
2018-02-18 22:46:18,3330900,-,线下付款,505,35,重庆,95
2018-02-18 22:46:48,399800,-,线下付款,3530,41,黑龙江,41
2018-02-18 22:48:38,1519700,-,线下付款,2705,32,黑龙江,20
2018-02-18 22:55:05,372900,-,线上付款,1414,26,贵州,63
2018-02-18 22:56:09,2229700,李xx给张xx的钱,普通转账,1289,38,北京,4
2018-02-18 23:00:23,346100,上次买的xx,普通转账,1362,36,浙江,70
2018-02-18 23:05:09,2804600,转账,普通转账,2144,39,安徽,35
2018-02-18 23:10:06,1341900,奖金,普通转账,3707,23,上海,93
2018-02-18 23:11:28,4190000,-,线下付款,6,42,贵州,33
2018-02-18 23:15:48,2122300,-,线下付款,159,30,新疆,78
2018-02-18 23:17:01,3278800,王xx专用款,普通转账,2527,33,云南,24
2018-02-18 23:18:03,2600400,本月生活费,普通转账,1613,38,广东,52
2018-02-18 23:22:00,1192200,-,线上付款,5547,31,内蒙古,44
2018-02-18 23:23:35,479800,-,线下付款,3228,34,上海,52
2018-02-18 23:23:47,738800,-,线下付款,4285,37,广东,81
2018-02-18 23:24:15,2239900,-,线上付款,1169,27,福建,95
2018-02-18 23:26:18,4796500,-,线下付款,6107,38,内蒙古,70
2018-02-18 23:33:03,1013800,转账,普通转账,3565,20,四川,15
2018-02-18 23:33:59,2993100,-,线下付款,794,31,黑龙江,73
2018-02-18 23:34:39,4808200,水电费,普通转账,2154,33,内蒙古,61
2018-02-18 23:34:44,3751900,-,线下付款,1714,30,上海,57
2018-02-19 00:01:24,4041800,李xx给张xx的钱,普通转账,3621,46,广东,53
2018-02-19 00:05:09,1405400,李xx给张xx的钱,普通转账,4098,38,内蒙古,11
2018-02-19 00:09:37,901800,王xx专用款,普通转账,943,41,新疆,55
2018-02-19 00:15:20,1439700,还给你,普通转账,3281,43,内蒙古,60
2018-02-19 00:16:03,3914400,转账,普通转账,3473,41,贵州,7
2018-02-19 00:16:52,1159500,还钱,普通转账,5723,37,四川,39
2018-02-19 00:21:42,1122900,劳务费,普通转账,6242,46,浙江,37
2018-02-19 00:23:46,3189800,-,线下付款,5894,44,上海,5
2018-02-19 00:30:58,954600,还给你,跨境转账,730,47,英国,37
2018-02-19 00:31:31,3922300,奖金,普通转账,123,40,四川,62
2018-02-19 00:34:09,2599000,-,线上付款,107,36,黑龙江,8
2018-02-19 00:35:41,4217900,王xx专用款,普通转账,2331,40,北京,87
2018-02-19 00:36:40,4750900,-,线下付款,6611,50,新疆,87
2018-02-19 00:37:34,3568700,上次买的xx,普通转账,4354,37,广东,77
2018-02-19 00:40:48,1953500,上次买的xx,普通转账,5101,46,内蒙古,17
2018-02-19 00:46:55,1207100,-,线下付款,3777,20,广东,19
2018-02-19 00:48:14,4746200,-,线下付款,2836,35,安徽,4
2018-02-19 00:58:03,585200,还钱,普通转账,1220,23,北京,92
2018-02-19 00:58:19,2764200,昨天吃饭AA,普通转账,63,29,重庆,43
2018-02-19 00:59:54,553900,工资,普通转账,6230,22,内蒙古,81
2018-02-19 01:04:42,2879600,拿去花,普通转账,3676,21,内蒙古,79
2018-02-19 01:08:03,4777500,-,线下付款,3303,19,福建,51
2018-02-19 01:09:03,167000,-,线下付款,4990,40,内蒙古,43
2018-02-19 01:11:25,683500,-,线下付款,367,32,安徽,27
2018-02-19 01:20:25,3343300,-,线上付款,11,18,贵州,87
2018-02-19 01:22:25,4051300,-,线下付款,3157,27,广东,73
2018-02-19 01:33:06,3921200,劳务费,普通转账,1599,26,浙江,26
2018-02-19 01:33:33,2724300,还钱,普通转账,700,35,四川,8
2018-02-19 01:34:09,498900,-,线下付款,3502,40,重庆,93
2018-02-19 01:35:18,1165600,工资,普通转账,1394,34,四川,41
2018-02-19 01:35:51,3944200,一季度房租,跨境转账,2094,40,英国,3
2018-02-19 01:36:42,1664100,王xx专用款,普通转账,3833,40,上海,2
2018-02-19 01:37:01,77700,工资,普通转账,2621,50,福建,6
2018-02-19 01:37:35,3531000,王xx专用款,普通转账,2557,23,广东,66
2018-02-19 01:42:12,2354000,李xx给张xx的钱,普通转账,6832,41,北京,5
2018-02-19 01:44:24,1725800,上次买的xx,普通转账,5469,50,上海,27
2018-02-19 01:49:57,3585900,收款,跨境转账,4262,46,柬埔寨,87
2018-02-19 01:50:40,1769200,-,线上付款,5944,28,云南,58
2018-02-19 02:01:05,363800,-,线下付款,3025,23,北京,81
2018-02-19 02:02:03,3126300,还钱,普通转账,3123,18,四川,34
2018-02-19 02:05:06,2917900,-,线下付款,951,39,云南,83
2018-02-19 02:05:45,3667300,利息,普通转账,6734,46,云南,45
2018-02-19 02:12:21,4675800,王xx专用款,普通转账,5383,48,浙江,10
2018-02-19 02:16:26,2590800,劳务费,普通转账,1409,47,贵州,66
2018-02-19 02:22:14,2926000,李xx给张xx的钱,普通转账,163,30,北京,64
2018-02-19 02:27:03,2844500,-,线下付款,5284,49,新疆,62
2018-02-19 02:46:56,4540000,还给你,普通转账,1214,33,上海,30
2018-02-19 02:55:03,3016400,拿去花,跨境转账,4918,25,韩国,67
2018-02-19 02:57:39,1475900,上次买的xx,普通转账,434,37,广东,29
2018-02-19 03:00:55,2239500,李xx给张xx的钱,普通转账,3260,34,上海,99
2018-02-19 03:14:53,330800,-,线下付款,3702,37,重庆,75
2018-02-19 03:17:27,2192500,收款,普通转账,4283,27,四川,63
2018-02-19 03:19:23,3607500,-,线下付款,5349,23,浙江,51
2018-02-19 03:22:08,397400,-,线上付款,2052,35,四川,77
2018-02-19 03:22:57,591300,-,线上付款,1779,23,上海,9
